txn_id,order_id,txn_ts,amount,currency,payment_method,status,decline_reason,psp_ref
30,25,2026-04-17 06:24:10,-137.12,SGD,card_visa,refunded,,psp_000030
31,26,2026-04-03 12:30:09,59.9,SGD,grabpay,approved,,psp_000031
32,27,2026-04-03 09:32:09,55.65,SGD,card_mastercard,approved,,psp_000032
33,28,2026-04-03 13:49:40,45.0,SGD,card_visa,approved,,psp_000033
34,29,2026-04-03 21:32:48,59.9,SGD,grabpay,approved,,psp_000034
35,30,2026-04-03 11:47:31,189.0,SGD,card_amex,approved,,psp_000035
36,31,2026-04-03 19:27:35,12.9,SGD,card_visa,approved,,psp_000036
37,32,2026-04-03 14:15:42,179.55,SGD,card_visa,approved,,psp_000037
38,33,2026-04-03 21:25:07,11.61,SGD,card_mastercard,approved,,psp_000038
39,34,2026-04-04 17:19:17,45.0,SGD,paynow,approved,,psp_000039
40,35,2026-04-04 15:35:18,162.55,SGD,card_mastercard,approved,,psp_000040
41,36,2026-04-04 07:33:28,56.9,SGD,paynow,approved,,psp_000041
42,37,2026-04-04 13:06:22,45.0,SGD,card_visa,approved,,psp_000042
43,38,2026-04-04 17:32:22,213.0,SGD,card_mastercard,approved,,psp_000043
44,39,2026-04-04 13:32:45,156.9,SGD,card_visa,approved,,psp_000044
45,40,2026-04-04 21:18:55,24.0,SGD,card_amex,approved,,psp_000045
46,41,2026-04-04 21:46:44,12.9,SGD,card_visa,approved,,psp_000046
47,42,2026-04-04 15:29:20,74.61,SGD,paynow,approved,,psp_000047
48,43,2026-04-04 12:07:42,12.9,SGD,card_visa,approved,,psp_000048
49,44,2026-04-04 12:55:55,24.0,SGD,card_mastercard,approved,,psp_000049
50,45,2026-04-04 17:56:27,108.55,SGD,paynow,approved,,psp_000050
51,46,2026-04-04 19:43:49,23.22,SGD,card_mastercard,declined,expired_card,psp_000051
52,46,2026-04-04 19:51:49,23.22,SGD,card_mastercard,approved,,psp_000052
53,47,2026-04-04 12:40:16,158.0,SGD,grabpay,approved,,psp_000053
54,48,2026-04-04 14:40:48,104.9,SGD,card_visa,approved,,psp_000054
55,49,2026-04-04 19:23:36,32.9,SGD,card_mastercard,approved,,psp_000055
56,50,2026-04-05 21:55:56,248.0,SGD,card_mastercard,approved,,psp_000056
57,51,2026-04-05 19:49:25,124.0,SGD,card_visa,approved,,psp_000057
58,52,2026-04-05 10:24:25,327.3,SGD,card_mastercard,approved,,psp_000058
59,53,2026-04-05 21:18:58,135.0,SGD,card_mastercard,approved,,psp_000059
60,54,2026-04-05 02:18:09,90.0,SGD,card_mastercard,approved,,psp_000060
61,55,2026-04-05 17:51:19,12.25,SGD,card_mastercard,approved,,psp_000061
62,56,2026-04-05 14:27:04,24.0,SGD,card_mastercard,approved,,psp_000062
63,57,2026-04-05 20:01:43,56.9,SGD,paynow,approved,,psp_000063
64,58,2026-04-05 13:57:59,189.0,SGD,paynow,approved,,psp_000064
65,59,2026-04-05 09:33:58,179.55,SGD,card_visa,approved,,psp_000065
66,60,2026-04-05 10:53:49,81.0,SGD,card_visa,approved,,psp_000066
67,61,2026-04-05 20:31:55,53.91,SGD,card_mastercard,approved,,psp_000067
68,62,2026-04-06 15:06:42,21.6,SGD,card_visa,approved,,psp_000068
69,63,2026-04-06 15:19:34,347.81,SGD,bank_transfer,approved,,psp_000069
70,64,2026-04-06 21:26:54,129.0,SGD,card_visa,approved,,psp_000070
71,64,2026-04-18 21:26:54,-129.0,SGD,card_visa,refunded,,psp_000071
72,65,2026-04-06 19:04:16,17.57,SGD,card_visa,approved,,psp_000072
73,66,2026-04-06 20:51:01,90.8,SGD,grabpay,approved,,psp_000073
74,67,2026-04-06 17:57:55,146.57,SGD,card_visa,approved,,psp_000074
75,68,2026-04-06 15:18:13,117.8,SGD,card_mastercard,approved,,psp_000075
76,69,2026-04-06 23:02:49,276.5,SGD,card_visa,approved,,psp_000076
77,70,2026-04-07 10:35:43,122.55,SGD,card_mastercard,approved,,psp_000077
78,71,2026-04-07 11:38:02,494.65,SGD,card_mastercard,approved,,psp_000078
79,72,2026-04-07 23:55:11,130.5,SGD,card_mastercard,approved,,psp_000079
80,73,2026-04-07 20:42:40,45.6,SGD,card_visa,approved,,psp_000080
81,74,2026-04-07 07:47:16,55.5,SGD,paynow,approved,,psp_000081
82,75,2026-04-07 15:11:19,59.9,SGD,paynow,approved,,psp_000082
83,76,2026-04-07 10:32:34,18.5,SGD,card_mastercard,approved,,psp_000083
84,77,2026-04-07 21:03:22,64.8,SGD,card_mastercard,approved,,psp_000084
85,78,2026-04-07 19:51:47,31.25,SGD,paynow,approved,,psp_000085
86,79,2026-04-08 19:31:47,24.0,SGD,grabpay,approved,,psp_000086
87,80,2026-04-08 13:54:41,59.9,SGD,card_visa,approved,,psp_000087
88,81,2026-04-08 09:32:01,174.0,SGD,card_amex,approved,,psp_000088
89,82,2026-04-08 11:56:44,316.0,SGD,card_visa,approved,,psp_000089
90,83,2026-04-08 11:34:56,123.4,SGD,card_mastercard,approved,,psp_000090
91,84,2026-04-08 16:54:33,212.45,SGD,card_mastercard,approved,,psp_000091
92,85,2026-04-08 20:59:06,268.0,SGD,card_mastercard,approved,,psp_000092
93,86,2026-04-08 18:22:48,129.0,SGD,bank_transfer,approved,,psp_000093
94,87,2026-04-09 10:17:51,48.0,SGD,card_visa,approved,,psp_000094
95,88,2026-04-09 18:22:21,59.9,SGD,card_mastercard,declined,do_not_honour,psp_000095
96,89,2026-04-09 15:19:18,31.25,SGD,paynow,approved,,psp_000096
97,90,2026-04-09 17:54:28,59.9,SGD,card_visa,approved,,psp_000097
98,91,2026-04-09 08:54:04,98.7,SGD,card_mastercard,approved,,psp_000098
99,92,2026-04-09 18:39:51,38.7,SGD,paynow,approved,,psp_000099
100,93,2026-04-09 13:46:35,42.75,SGD,paynow,approved,,psp_000100
101,94,2026-04-09 13:01:32,189.0,SGD,card_mastercard,declined,gateway_timeout,psp_000101
102,94,2026-04-09 13:23:32,189.0,SGD,card_mastercard,approved,,psp_000102
103,95,2026-04-09 21:39:39,87.4,SGD,grabpay,approved,,psp_000103
104,96,2026-04-10 21:56:23,129.0,SGD,bank_transfer,approved,,psp_000104
105,97,2026-04-10 21:05:11,12.9,SGD,card_mastercard,approved,,psp_000105
106,98,2026-04-10 21:50:38,349.8,SGD,card_visa,approved,,psp_000106
107,99,2026-04-10 20:11:07,59.9,SGD,card_visa,approved,,psp_000107
108,100,2026-04-10 21:47:58,24.0,SGD,card_mastercard,approved,,psp_000108
109,101,2026-04-10 14:01:42,59.4,SGD,card_mastercard,approved,,psp_000109
110,102,2026-04-10 18:46:04,53.4,SGD,bank_transfer,approved,,psp_000110
111,103,2026-04-10 20:25:48,75.05,SGD,paynow,approved,,psp_000111
112,104,2026-04-11 20:03:07,287.7,SGD,grabpay,approved,,psp_000112
113,105,2026-04-11 16:22:52,24.0,SGD,paynow,approved,,psp_000113
114,106,2026-04-11 13:05:41,138.9,SGD,card_visa,approved,,psp_000114
115,107,2026-04-11 09:18:14,151.3,SGD,card_mastercard,approved,,psp_000115
116,108,2026-04-11 20:03:31,190.2,SGD,card_visa,approved,,psp_000116
117,109,2026-04-11 19:13:26,24.0,SGD,card_visa,approved,,psp_000117
118,110,2026-04-11 13:04:02,106.3,SGD,paynow,approved,,psp_000118
119,111,2026-04-11 18:01:52,42.75,SGD,card_visa,approved,,psp_000119
120,112,2026-04-11 19:57:09,276.5,SGD,card_mastercard,approved,,psp_000120
121,113,2026-04-11 13:08:24,370.5,SGD,card_amex,approved,,psp_000121
122,114,2026-04-11 12:59:05,45.0,SGD,grabpay,approved,,psp_000122
123,115,2026-04-11 07:37:50,132.05,SGD,bank_transfer,approved,,psp_000123
124,116,2026-04-11 14:16:14,59.9,SGD,card_mastercard,approved,,psp_000124
125,117,2026-04-12 10:00:53,189.0,SGD,card_mastercard,approved,,psp_000125
126,118,2026-04-12 16:28:32,624.9,SGD,grabpay,approved,,psp_000126
127,119,2026-04-12 23:37:45,75.05,SGD,card_visa,approved,,psp_000127
128,120,2026-04-12 09:36:23,87.95,SGD,paynow,approved,,psp_000128
129,121,2026-04-12 21:12:55,40.5,SGD,card_visa,approved,,psp_000129
130,122,2026-04-12 10:45:42,148.9,SGD,paynow,approved,,psp_000130
131,123,2026-04-12 19:13:52,135.0,SGD,card_mastercard,approved,,psp_000131
132,124,2026-04-12 15:39:45,158.0,SGD,card_visa,approved,,psp_000132
133,125,2026-04-12 18:08:59,104.0,SGD,card_mastercard,approved,,psp_000133
134,126,2026-04-12 10:28:15,31.25,SGD,card_visa,approved,,psp_000134
135,127,2026-04-12 18:53:26,87.51,SGD,card_mastercard,approved,,psp_000135
136,128,2026-04-12 13:11:48,171.75,SGD,bank_transfer,approved,,psp_000136
137,129,2026-04-12 12:15:50,42.75,SGD,card_visa,approved,,psp_000137
138,130,2026-04-13 12:45:25,181.9,SGD,card_mastercard,approved,,psp_000138
139,131,2026-04-13 18:54:59,167.9,SGD,card_visa,approved,,psp_000139
140,132,2026-04-13 11:28:48,45.0,SGD,card_visa,approved,,psp_000140
141,133,2026-04-13 06:34:22,79.0,SGD,grabpay,approved,,psp_000141
142,134,2026-04-13 20:15:16,63.5,SGD,paynow,approved,,psp_000142
143,135,2026-04-13 19:40:25,22.8,SGD,card_visa,approved,,psp_000143
144,136,2026-04-13 19:18:22,165.3,SGD,grabpay,approved,,psp_000144
145,137,2026-04-14 20:45:14,230.36,SGD,card_mastercard,approved,,psp_000145
146,138,2026-04-14 13:04:10,56.9,SGD,card_visa,approved,,psp_000146
147,139,2026-04-14 16:52:51,42.75,SGD,paynow,approved,,psp_000147
148,140,2026-04-14 17:09:12,45.0,SGD,card_mastercard,approved,,psp_000148
149,141,2026-04-14 12:49:35,25.8,SGD,card_mastercard,approved,,psp_000149
150,142,2026-04-14 19:46:10,477.0,SGD,paynow,declined,3ds_failed,psp_000150
151,143,2026-04-15 20:51:31,40.5,SGD,card_mastercard,approved,,psp_000151
152,144,2026-04-15 12:32:16,45.0,SGD,paynow,approved,,psp_000152
153,145,2026-04-15 18:59:20,21.6,SGD,grabpay,approved,,psp_000153
154,146,2026-04-15 22:05:44,218.61,SGD,paynow,approved,,psp_000154
155,147,2026-04-15 02:36:02,79.0,SGD,grabpay,approved,,psp_000155
156,148,2026-04-15 15:05:59,17.57,SGD,paynow,approved,,psp_000156
157,149,2026-04-15 17:12:14,42.75,SGD,card_mastercard,approved,,psp_000157
158,150,2026-04-15 14:02:49,18.5,SGD,card_amex,approved,,psp_000158
159,151,2026-04-16 20:58:45,22.8,SGD,card_visa,approved,,psp_000159
160,152,2026-04-16 20:14:10,59.9,SGD,paynow,approved,,psp_000160
161,153,2026-04-16 20:31:39,122.9,SGD,card_visa,approved,,psp_000161
162,154,2026-04-16 19:53:04,24.0,SGD,paynow,approved,,psp_000162
163,154,2026-04-18 19:53:04,-24.0,SGD,paynow,refunded,,psp_000163
164,155,2026-04-16 05:37:32,191.16,SGD,card_mastercard,declined,insufficient_funds,psp_000164
165,156,2026-04-16 08:07:23,258.0,SGD,paynow,approved,,psp_000165
166,157,2026-04-16 20:22:31,99.65,SGD,card_mastercard,approved,,psp_000166
167,158,2026-04-16 13:11:39,145.6,SGD,card_visa,approved,,psp_000167
168,159,2026-04-16 09:33:51,41.57,SGD,card_mastercard,approved,,psp_000168
169,160,2026-04-17 22:02:35,245.9,SGD,card_visa,approved,,psp_000169
170,161,2026-04-17 06:27:51,75.05,SGD,card_visa,approved,,psp_000170
171,162,2026-04-17 20:24:14,179.55,SGD,card_mastercard,approved,,psp_000171
172,163,2026-04-17 10:46:49,232.8,SGD,card_visa,approved,,psp_000172
173,164,2026-04-17 21:33:39,104.9,SGD,paynow,approved,,psp_000173
174,165,2026-04-17 20:40:42,150.1,SGD,card_mastercard,approved,,psp_000174
175,166,2026-04-17 13:20:36,103.0,SGD,card_mastercard,approved,,psp_000175
176,167,2026-04-17 22:28:45,12.9,SGD,paynow,approved,,psp_000176
177,168,2026-04-17 09:22:35,59.9,SGD,bank_transfer,approved,,psp_000177
178,169,2026-04-17 21:34:12,212.45,SGD,card_mastercard,approved,,psp_000178
179,170,2026-04-17 20:02:39,24.0,SGD,card_amex,approved,,psp_000179
180,171,2026-04-17 21:32:33,129.0,SGD,grabpay,approved,,psp_000180
181,172,2026-04-18 14:05:51,56.9,SGD,paynow,approved,,psp_000181
182,173,2026-04-18 18:29:28,158.0,SGD,card_mastercard,approved,,psp_000182
183,174,2026-04-18 13:51:25,35.15,SGD,card_mastercard,approved,,psp_000183
184,175,2026-04-18 10:30:04,125.01,SGD,grabpay,approved,,psp_000184
185,176,2026-04-18 12:14:10,129.0,SGD,paynow,approved,,psp_000185
186,177,2026-04-18 17:39:58,45.0,SGD,grabpay,approved,,psp_000186
187,178,2026-04-18 20:10:06,77.47,SGD,card_mastercard,approved,,psp_000187
188,178,2026-04-27 20:10:06,-77.47,SGD,card_mastercard,refunded,,psp_000188
189,179,2026-04-18 11:36:52,45.0,SGD,paynow,declined,expired_card,psp_000189
190,179,2026-04-18 12:22:52,45.0,SGD,paynow,approved,,psp_000190
191,179,2026-04-20 11:36:52,-45.0,SGD,paynow,refunded,,psp_000191
192,180,2026-04-18 18:43:25,189.0,SGD,paynow,approved,,psp_000192
193,181,2026-04-18 18:31:53,128.25,SGD,paynow,approved,,psp_000193
194,182,2026-04-18 07:22:40,45.0,SGD,card_visa,approved,,psp_000194
195,183,2026-04-18 11:36:33,59.9,SGD,card_mastercard,approved,,psp_000195
196,184,2026-04-19 08:14:08,85.5,SGD,card_mastercard,approved,,psp_000196
197,185,2026-04-19 11:50:50,59.9,SGD,card_mastercard,declined,insufficient_funds,psp_000197
198,185,2026-04-19 11:58:50,59.9,SGD,card_mastercard,approved,,psp_000198
199,186,2026-04-19 13:44:57,170.1,SGD,card_mastercard,approved,,psp_000199
200,187,2026-04-19 22:27:06,71.1,SGD,card_visa,approved,,psp_000200
201,188,2026-04-19 03:12:32,269.7,SGD,card_visa,approved,,psp_000201
202,189,2026-04-19 20:08:32,59.9,SGD,card_mastercard,approved,,psp_000202
203,190,2026-04-19 04:15:06,42.51,SGD,card_amex,approved,,psp_000203
204,191,2026-04-19 14:34:54,81.0,SGD,card_mastercard,approved,,psp_000204
205,192,2026-04-20 17:07:54,42.75,SGD,card_mastercard,approved,,psp_000205
206,193,2026-04-20 21:06:31,42.75,SGD,card_amex,approved,,psp_000206
207,194,2026-04-20 20:17:31,11.61,SGD,card_mastercard,approved,,psp_000207
208,195,2026-04-20 10:01:37,83.9,SGD,card_visa,approved,,psp_000208
209,196,2026-04-20 10:15:27,396.5,SGD,card_visa,approved,,psp_000209
210,197,2026-04-20 12:25:06,32.9,SGD,card_mastercard,approved,,psp_000210
211,198,2026-04-20 08:19:43,48.0,SGD,card_mastercard,approved,,psp_000211
212,199,2026-04-21 14:15:11,36.76,SGD,card_visa,approved,,psp_000212
213,200,2026-04-21 15:36:29,129.0,SGD,card_mastercard,declined,expired_card,psp_000213
214,200,2026-04-21 16:58:29,129.0,SGD,card_mastercard,approved,,psp_000214
215,201,2026-04-21 11:49:23,45.0,SGD,card_visa,declined,insufficient_funds,psp_000215
216,202,2026-04-21 12:33:16,12.9,SGD,card_visa,approved,,psp_000216
217,203,2026-04-21 13:49:59,53.91,SGD,card_mastercard,approved,,psp_000217
218,204,2026-04-21 18:15:26,183.9,SGD,card_visa,approved,,psp_000218
219,205,2026-04-21 12:57:53,32.9,SGD,card_amex,approved,,psp_000219
220,206,2026-04-21 08:38:58,170.01,SGD,grabpay,approved,,psp_000220
221,207,2026-04-21 21:07:15,24.0,SGD,card_mastercard,approved,,psp_000221
222,208,2026-04-21 23:27:33,76.25,SGD,card_visa,approved,,psp_000222
223,209,2026-04-21 17:48:15,59.9,SGD,card_mastercard,approved,,psp_000223
224,210,2026-04-22 20:05:01,59.9,SGD,grabpay,approved,,psp_000224
225,211,2026-04-22 16:22:23,12.9,SGD,card_mastercard,approved,,psp_000225
226,212,2026-04-22 20:33:35,198.0,SGD,card_visa,approved,,psp_000226
227,213,2026-04-22 19:29:43,154.65,SGD,card_visa,approved,,psp_000227
228,214,2026-04-22 14:51:17,158.0,SGD,card_mastercard,approved,,psp_000228
229,215,2026-04-22 22:25:20,24.51,SGD,card_mastercard,approved,,psp_000229
230,216,2026-04-22 13:57:16,258.0,SGD,card_visa,approved,,psp_000230
231,217,2026-04-22 12:06:28,119.8,SGD,paynow,approved,,psp_000231
232,218,2026-04-22 20:41:29,45.0,SGD,card_mastercard,approved,,psp_000232
233,219,2026-04-23 07:44:28,119.8,SGD,card_visa,approved,,psp_000233
234,220,2026-04-23 12:36:24,113.81,SGD,card_mastercard,approved,,psp_000234
235,221,2026-04-23 22:07:50,217.9,SGD,card_mastercard,approved,,psp_000235
236,222,2026-04-23 19:53:18,246.9,SGD,card_visa,approved,,psp_000236
237,222,2026-04-26 19:53:18,-246.9,SGD,card_visa,refunded,,psp_000237
238,223,2026-04-23 09:44:05,45.0,SGD,card_visa,approved,,psp_000238
239,224,2026-04-23 09:56:28,215.1,SGD,card_mastercard,approved,,psp_000239
240,225,2026-04-23 16:40:58,48.0,SGD,grabpay,approved,,psp_000240
241,226,2026-04-23 17:01:16,158.0,SGD,card_visa,approved,,psp_000241
242,227,2026-04-23 20:20:22,77.9,SGD,paynow,approved,,psp_000242
243,228,2026-04-23 12:13:42,45.0,SGD,paynow,declined,do_not_honour,psp_000243
244,228,2026-04-23 13:09:42,45.0,SGD,paynow,approved,,psp_000244
245,229,2026-04-23 17:36:52,98.7,SGD,card_mastercard,approved,,psp_000245
246,230,2026-04-23 08:50:35,213.3,SGD,paynow,approved,,psp_000246
247,231,2026-04-24 17:59:19,59.9,SGD,card_mastercard,approved,,psp_000247
248,232,2026-04-24 12:56:43,74.0,SGD,card_mastercard,approved,,psp_000248
249,233,2026-04-24 21:19:19,24.0,SGD,paynow,approved,,psp_000249
250,234,2026-04-24 19:32:05,85.5,SGD,bank_transfer,approved,,psp_000250
251,235,2026-04-24 12:23:19,45.0,SGD,paynow,approved,,psp_000251
252,236,2026-04-24 12:57:24,85.5,SGD,paynow,approved,,psp_000252
253,237,2026-04-24 21:09:56,368.7,SGD,paynow,approved,,psp_000253
254,238,2026-04-24 20:06:45,42.75,SGD,paynow,approved,,psp_000254
255,239,2026-04-25 18:51:35,207.5,SGD,card_mastercard,approved,,psp_000255
256,240,2026-04-25 19:22:23,45.0,SGD,card_mastercard,approved,,psp_000256
257,241,2026-04-25 21:38:47,11.61,SGD,card_visa,approved,,psp_000257
258,242,2026-04-25 13:07:11,258.0,SGD,grabpay,approved,,psp_000258
259,243,2026-04-25 21:13:05,192.6,SGD,card_mastercard,approved,,psp_000259
260,244,2026-04-25 13:50:29,348.0,SGD,card_visa,approved,,psp_000260
261,245,2026-04-25 10:40:36,101.9,SGD,card_mastercard,approved,,psp_000261
262,246,2026-04-25 12:37:30,258.0,SGD,card_mastercard,approved,,psp_000262
263,247,2026-04-25 19:13:56,348.0,SGD,card_mastercard,approved,,psp_000263
264,248,2026-04-25 18:13:26,42.75,SGD,card_visa,approved,,psp_000264
265,249,2026-04-25 22:48:18,42.75,SGD,card_visa,approved,,psp_000265
266,250,2026-04-25 18:17:21,12.9,SGD,paynow,approved,,psp_000266
267,251,2026-04-26 21:58:35,45.0,SGD,paynow,approved,,psp_000267
268,252,2026-04-26 18:02:23,37.0,SGD,card_mastercard,approved,,psp_000268
269,253,2026-04-26 21:17:25,279.0,SGD,card_mastercard,approved,,psp_000269
270,254,2026-04-26 20:52:35,311.55,SGD,card_mastercard,approved,,psp_000270
271,255,2026-04-26 23:14:58,234.0,SGD,card_visa,approved,,psp_000271
272,256,2026-04-26 20:31:41,150.1,SGD,paynow,approved,,psp_000272
273,257,2026-04-26 20:01:37,36.9,SGD,card_mastercard,approved,,psp_000273
274,258,2026-04-26 21:39:58,48.0,SGD,card_amex,approved,,psp_000274
275,259,2026-04-26 15:31:54,150.1,SGD,paynow,approved,,psp_000275
276,260,2026-04-26 20:58:11,12.9,SGD,paynow,approved,,psp_000276
277,261,2026-04-26 13:13:58,59.9,SGD,card_mastercard,approved,,psp_000277
278,262,2026-04-26 13:27:54,61.25,SGD,card_amex,approved,,psp_000278
279,263,2026-04-26 17:25:06,56.9,SGD,grabpay,approved,,psp_000279
280,264,2026-04-27 12:38:26,59.9,SGD,card_amex,approved,,psp_000280
281,265,2026-04-27 11:22:56,59.9,SGD,card_visa,approved,,psp_000281
282,266,2026-04-27 05:46:40,59.9,SGD,card_amex,approved,,psp_000282
283,267,2026-04-28 00:08:59,59.9,SGD,bank_transfer,approved,,psp_000283
284,268,2026-04-27 21:45:38,188.91,SGD,card_visa,approved,,psp_000284
285,269,2026-04-27 22:17:06,173.73,SGD,card_visa,approved,,psp_000285
286,269,2026-05-03 22:17:06,-173.73,SGD,card_visa,refunded,,psp_000286
287,270,2026-04-27 21:42:22,378.0,SGD,grabpay,approved,,psp_000287
288,270,2026-05-09 21:42:22,-378.0,SGD,grabpay,refunded,,psp_000288
289,271,2026-04-27 17:25:47,12.9,SGD,card_mastercard,approved,,psp_000289
290,272,2026-04-27 07:30:05,320.95,SGD,card_visa,approved,,psp_000290
291,273,2026-04-27 13:02:46,12.9,SGD,grabpay,declined,gateway_timeout,psp_000291
292,273,2026-04-27 13:28:46,12.9,SGD,grabpay,approved,,psp_000292
293,274,2026-04-28 09:03:59,45.0,SGD,card_visa,approved,,psp_000293
294,275,2026-04-28 16:50:53,48.0,SGD,bank_transfer,approved,,psp_000294
295,276,2026-04-28 13:00:21,45.0,SGD,paynow,approved,,psp_000295
296,277,2026-04-28 13:36:31,21.6,SGD,card_amex,approved,,psp_000296
297,278,2026-04-28 16:28:02,68.4,SGD,card_mastercard,approved,,psp_000297
298,279,2026-04-28 22:34:38,59.9,SGD,card_visa,approved,,psp_000298
299,279,2026-05-10 22:34:38,-59.9,SGD,card_visa,refunded,,psp_000299
300,280,2026-04-28 23:22:27,90.0,SGD,card_mastercard,approved,,psp_000300
301,281,2026-04-28 08:06:33,31.25,SGD,bank_transfer,approved,,psp_000301
302,282,2026-04-28 19:51:50,40.5,SGD,card_mastercard,approved,,psp_000302
303,283,2026-04-28 14:28:28,12.9,SGD,grabpay,approved,,psp_000303
304,284,2026-04-28 20:08:39,347.0,SGD,bank_transfer,approved,,psp_000304
305,285,2026-04-28 20:28:40,45.0,SGD,paynow,approved,,psp_000305
306,286,2026-04-29 10:28:46,59.9,SGD,card_mastercard,approved,,psp_000306
307,287,2026-04-29 19:15:06,248.22,SGD,card_visa,approved,,psp_000307
308,288,2026-04-29 17:45:59,135.0,SGD,grabpay,approved,,psp_000308
309,289,2026-04-29 16:12:23,22.8,SGD,card_mastercard,declined,insufficient_funds,psp_000309
310,289,2026-04-29 17:12:23,22.8,SGD,card_mastercard,approved,,psp_000310
311,290,2026-04-29 22:00:53,107.82,SGD,card_visa,approved,,psp_000311
312,291,2026-04-29 10:42:22,45.0,SGD,card_visa,declined,do_not_honour,psp_000312
313,291,2026-04-29 11:29:22,45.0,SGD,card_visa,approved,,psp_000313
314,292,2026-04-29 06:06:10,213.0,SGD,card_visa,approved,,psp_000314
315,292,2026-05-01 06:06:10,-213.0,SGD,card_visa,refunded,,psp_000315
316,293,2026-04-29 19:23:16,164.8,SGD,card_visa,approved,,psp_000316
317,293,2026-05-04 19:23:16,-164.8,SGD,card_visa,refunded,,psp_000317
318,294,2026-04-30 17:15:36,121.75,SGD,card_mastercard,approved,,psp_000318
319,294,2026-05-13 17:15:36,-121.75,SGD,card_mastercard,refunded,,psp_000319
320,295,2026-04-30 21:23:32,209.06,SGD,card_visa,approved,,psp_000320
321,296,2026-04-30 15:59:10,248.9,SGD,grabpay,declined,3ds_failed,psp_000321
322,296,2026-04-30 16:11:10,248.9,SGD,grabpay,approved,,psp_000322
323,297,2026-04-30 19:44:29,11.61,SGD,card_amex,approved,,psp_000323
324,298,2026-04-30 17:27:46,188.7,SGD,card_visa,approved,,psp_000324
325,299,2026-04-30 13:09:23,119.8,SGD,card_mastercard,approved,,psp_000325
326,300,2026-04-30 16:14:13,176.5,SGD,paynow,approved,,psp_000326
327,301,2026-05-01 17:03:56,12.25,SGD,paynow,approved,,psp_000327
328,302,2026-05-01 08:56:25,212.1,SGD,card_visa,approved,,psp_000328
329,303,2026-05-01 11:41:12,197.12,SGD,grabpay,approved,,psp_000329
330,304,2026-05-01 11:01:26,239.6,SGD,card_visa,declined,do_not_honour,psp_000330
331,304,2026-05-01 11:29:26,239.6,SGD,card_visa,approved,,psp_000331
332,305,2026-05-01 22:21:19,12.25,SGD,card_visa,declined,gateway_timeout,psp_000332
333,305,2026-05-01 22:41:19,12.25,SGD,card_visa,approved,,psp_000333
334,306,2026-05-01 20:01:21,45.0,SGD,bank_transfer,approved,,psp_000334
335,307,2026-05-01 19:16:52,11.61,SGD,paynow,approved,,psp_000335
336,308,2026-05-01 20:11:04,164.8,SGD,grabpay,approved,,psp_000336
337,309,2026-05-02 10:48:41,378.0,SGD,paynow,approved,,psp_000337
338,310,2026-05-02 17:26:41,121.4,SGD,card_visa,approved,,psp_000338
339,311,2026-05-02 09:48:35,45.0,SGD,card_mastercard,approved,,psp_000339
