order_id,line_no,product_id,merchant_id,quantity,unit_price,discount_amt
72,1,1047,M10,2,45.0,4.5
72,2,1046,M10,1,45.0,0.0
73,1,1020,M04,2,24.0,2.4
74,1,1050,M10,3,18.5,0.0
75,1,1035,M07,1,59.9,0.0
76,1,1058,M12,1,18.5,0.0
77,1,1005,M01,3,24.0,7.2
78,1,1049,M10,1,32.9,1.65
79,1,1020,M04,1,24.0,0.0
80,1,1043,M09,1,59.9,0.0
81,1,1055,M11,1,129.0,0.0
81,2,1052,M11,1,45.0,0.0
82,1,1022,M05,2,79.0,0.0
82,2,1023,M05,2,79.0,0.0
83,1,1050,M10,1,18.5,0.0
83,2,1046,M10,1,45.0,0.0
83,3,1048,M10,1,59.9,0.0
84,1,1003,M01,1,189.0,9.45
84,2,1001,M01,1,32.9,0.0
85,1,1045,M09,1,79.0,0.0
85,2,1044,M09,1,189.0,0.0
86,1,1054,M11,1,129.0,0.0
87,1,1057,M12,2,24.0,0.0
88,1,1041,M09,1,59.9,0.0
89,1,1001,M01,1,32.9,1.65
90,1,1032,M07,1,59.9,0.0
91,1,1001,M01,3,32.9,0.0
92,1,1017,M04,3,12.9,0.0
93,1,1042,M09,1,45.0,2.25
94,1,1044,M09,1,189.0,0.0
95,1,1001,M01,2,32.9,0.0
95,2,1005,M01,1,24.0,2.4
96,1,1002,M01,1,129.0,0.0
97,1,1009,M02,1,12.9,0.0
98,1,1008,M02,3,45.0,0.0
98,2,1006,M02,1,189.0,0.0
98,3,1009,M02,2,12.9,0.0
99,1,1035,M07,1,59.9,0.0
100,1,1057,M12,1,24.0,0.0
101,1,1046,M10,1,45.0,2.25
101,2,1050,M10,1,18.5,1.85
102,1,1034,M07,1,12.9,0.0
102,2,1033,M07,1,45.0,4.5
103,1,1036,M08,1,79.0,3.95
104,1,1003,M01,1,189.0,0.0
104,2,1001,M01,3,32.9,0.0
105,1,1059,M12,1,24.0,0.0
106,1,1032,M07,1,59.9,0.0
106,2,1031,M07,1,79.0,0.0
107,1,1028,M06,1,32.9,0.0
107,2,1026,M06,1,32.9,0.0
107,3,1030,M06,2,45.0,4.5
108,1,1022,M05,2,79.0,15.8
108,2,1021,M05,2,24.0,0.0
109,1,1020,M04,1,24.0,0.0
110,1,1028,M06,1,32.9,1.65
110,2,1029,M06,1,79.0,3.95
111,1,1046,M10,1,45.0,2.25
112,1,1051,M11,1,18.5,0.0
112,2,1054,M11,1,129.0,0.0
112,3,1055,M11,1,129.0,0.0
113,1,1003,M01,1,189.0,9.45
113,2,1005,M01,3,24.0,3.6
113,3,1002,M01,1,129.0,6.45
114,1,1033,M07,1,45.0,0.0
115,1,1034,M07,1,12.9,0.65
115,2,1032,M07,2,59.9,0.0
116,1,1027,M06,1,59.9,0.0
117,1,1016,M04,1,189.0,0.0
118,1,1009,M02,1,12.9,0.0
118,2,1006,M02,3,189.0,0.0
118,3,1010,M02,1,45.0,0.0
119,1,1031,M07,1,79.0,3.95
120,1,1034,M07,1,12.9,0.0
120,2,1031,M07,1,79.0,3.95
121,1,1042,M09,1,45.0,4.5
122,1,1037,M08,2,18.5,0.0
122,2,1036,M08,1,79.0,0.0
122,3,1040,M08,1,32.9,0.0
123,1,1047,M10,2,45.0,0.0
123,2,1046,M10,1,45.0,0.0
124,1,1029,M06,2,79.0,0.0
125,1,1029,M06,1,79.0,7.9
125,2,1026,M06,1,32.9,0.0
126,1,1040,M08,1,32.9,1.65
127,1,1009,M02,1,12.9,0.0
127,2,1007,M02,1,32.9,3.29
127,3,1010,M02,1,45.0,0.0
128,1,1055,M11,1,129.0,0.0
128,2,1052,M11,1,45.0,2.25
129,1,1046,M10,1,45.0,2.25
130,1,1001,M01,2,32.9,0.0
130,2,1002,M01,1,129.0,12.9
131,1,1007,M02,1,32.9,0.0
131,2,1008,M02,3,45.0,0.0
132,1,1004,M01,1,45.0,0.0
133,1,1045,M09,1,79.0,0.0
134,1,1052,M11,1,45.0,0.0
134,2,1051,M11,1,18.5,0.0
135,1,1053,M11,1,24.0,1.2
136,1,1052,M11,1,45.0,2.25
136,2,1055,M11,1,129.0,6.45
137,1,1040,M08,1,32.9,3.29
137,2,1036,M08,2,79.0,0.0
137,3,1038,M08,1,45.0,2.25
138,1,1035,M07,1,59.9,3.0
139,1,1008,M02,1,45.0,2.25
140,1,1030,M06,1,45.0,0.0
141,1,1034,M07,2,12.9,0.0
142,1,1052,M11,2,45.0,0.0
142,2,1054,M11,3,129.0,0.0
143,1,1033,M07,1,45.0,4.5
144,1,1004,M01,1,45.0,0.0
145,1,1021,M05,1,24.0,2.4
146,1,1003,M01,1,189.0,0.0
146,2,1001,M01,1,32.9,3.29
147,1,1023,M05,1,79.0,0.0
148,1,1019,M04,1,18.5,0.93
149,1,1030,M06,1,45.0,2.25
150,1,1051,M11,1,18.5,0.0
151,1,1021,M05,1,24.0,1.2
152,1,1018,M04,1,59.9,0.0
153,1,1030,M06,2,45.0,0.0
153,2,1028,M06,1,32.9,0.0
154,1,1011,M03,1,24.0,0.0
155,1,1016,M04,1,189.0,9.45
155,2,1017,M04,1,12.9,1.29
156,1,1002,M01,2,129.0,0.0
157,1,1030,M06,1,45.0,2.25
157,2,1027,M06,1,59.9,3.0
158,1,1032,M07,1,59.9,0.0
158,2,1034,M07,2,12.9,0.0
158,3,1035,M07,1,59.9,0.0
159,1,1058,M12,1,18.5,0.93
159,2,1059,M12,1,24.0,0.0
160,1,1018,M04,1,59.9,3.0
160,2,1016,M04,1,189.0,0.0
161,1,1025,M05,1,79.0,3.95
162,1,1003,M01,1,189.0,9.45
163,1,1055,M11,1,129.0,0.0
163,2,1053,M11,1,24.0,1.2
163,3,1052,M11,2,45.0,9.0
164,1,1048,M10,1,59.9,0.0
164,2,1047,M10,1,45.0,0.0
165,1,1045,M09,2,79.0,7.9
166,1,1022,M05,1,79.0,0.0
166,2,1021,M05,1,24.0,0.0
167,1,1034,M07,1,12.9,0.0
168,1,1018,M04,1,59.9,0.0
169,1,1001,M01,1,32.9,0.0
169,2,1003,M01,1,189.0,9.45
170,1,1053,M11,1,24.0,0.0
171,1,1054,M11,1,129.0,0.0
172,1,1035,M07,1,59.9,3.0
173,1,1013,M03,2,79.0,0.0
174,1,1058,M12,2,18.5,1.85
175,1,1027,M06,1,59.9,5.99
175,2,1029,M06,1,79.0,7.9
176,1,1060,M12,1,129.0,0.0
177,1,1042,M09,1,45.0,0.0
178,1,1019,M04,1,18.5,0.93
178,2,1018,M04,1,59.9,0.0
179,1,1030,M06,1,45.0,0.0
180,1,1016,M04,1,189.0,0.0
181,1,1008,M02,3,45.0,6.75
182,1,1047,M10,1,45.0,0.0
183,1,1043,M09,1,59.9,0.0
184,1,1004,M01,2,45.0,4.5
185,1,1018,M04,1,59.9,0.0
186,1,1044,M09,1,189.0,18.9
187,1,1029,M06,1,79.0,7.9
188,1,1046,M10,2,45.0,0.0
188,2,1048,M10,3,59.9,0.0
189,1,1027,M06,1,59.9,0.0
190,1,1009,M02,1,12.9,0.0
190,2,1007,M02,1,32.9,3.29
191,1,1024,M05,2,45.0,9.0
192,1,1038,M08,1,45.0,2.25
193,1,1033,M07,1,45.0,2.25
194,1,1034,M07,1,12.9,1.29
195,1,1020,M04,1,24.0,0.0
195,2,1018,M04,1,59.9,0.0
196,1,1016,M04,2,189.0,0.0
196,2,1019,M04,1,18.5,0.0
197,1,1007,M02,1,32.9,0.0
198,1,1059,M12,2,24.0,0.0
199,1,1034,M07,3,12.9,1.94
200,1,1055,M11,1,129.0,0.0
201,1,1008,M02,1,45.0,0.0
202,1,1039,M08,1,12.9,0.0
203,1,1032,M07,1,59.9,5.99
204,1,1042,M09,1,45.0,0.0
204,2,1041,M09,1,59.9,0.0
204,3,1045,M09,1,79.0,0.0
205,1,1028,M06,1,32.9,0.0
206,1,1030,M06,1,45.0,0.0
206,2,1029,M06,1,79.0,7.9
206,3,1027,M06,1,59.9,5.99
207,1,1021,M05,1,24.0,0.0
208,1,1007,M02,1,32.9,1.65
208,2,1008,M02,1,45.0,0.0
209,1,1043,M09,1,59.9,0.0
210,1,1043,M09,1,59.9,0.0
211,1,1034,M07,1,12.9,0.0
212,1,1005,M01,1,24.0,0.0
212,2,1002,M01,1,129.0,0.0
212,3,1004,M01,1,45.0,0.0
213,1,1038,M08,1,45.0,2.25
213,2,1036,M08,1,79.0,0.0
213,3,1040,M08,1,32.9,0.0
214,1,1031,M07,2,79.0,0.0
215,1,1039,M08,2,12.9,1.29
216,1,1060,M12,2,129.0,0.0
217,1,1018,M04,2,59.9,0.0
218,1,1038,M08,1,45.0,0.0
219,1,1032,M07,2,59.9,0.0
220,1,1018,M04,2,59.9,5.99
221,1,1035,M07,1,59.9,0.0
221,2,1031,M07,2,79.0,0.0
222,1,1009,M02,1,12.9,0.0
222,2,1006,M02,1,189.0,0.0
222,3,1010,M02,1,45.0,0.0
223,1,1033,M07,1,45.0,0.0
224,1,1008,M02,1,45.0,0.0
224,2,1006,M02,1,189.0,18.9
225,1,1057,M12,2,24.0,0.0
226,1,1022,M05,1,79.0,0.0
226,2,1023,M05,1,79.0,0.0
227,1,1004,M01,1,45.0,0.0
227,2,1001,M01,1,32.9,0.0
228,1,1033,M07,1,45.0,0.0
229,1,1001,M01,3,32.9,0.0
230,1,1013,M03,3,79.0,23.7
231,1,1018,M04,1,59.9,0.0
232,1,1049,M10,1,32.9,1.65
232,2,1046,M10,1,45.0,2.25
233,1,1020,M04,1,24.0,0.0
234,1,1008,M02,2,45.0,4.5
235,1,1008,M02,1,45.0,0.0
236,1,1047,M10,2,45.0,4.5
237,1,1043,M09,2,59.9,0.0
237,2,1044,M09,1,189.0,0.0
237,3,1041,M09,1,59.9,0.0
238,1,1010,M02,1,45.0,2.25
239,1,1019,M04,1,18.5,0.0
239,2,1016,M04,1,189.0,0.0
240,1,1004,M01,1,45.0,0.0
241,1,1017,M04,1,12.9,1.29
242,1,1054,M11,2,129.0,0.0
243,1,1035,M07,2,59.9,0.0
243,2,1032,M07,1,59.9,0.0
243,3,1034,M07,1,12.9,0.0
244,1,1052,M11,2,45.0,0.0
244,2,1055,M11,2,129.0,0.0
245,1,1048,M10,1,59.9,3.0
245,2,1047,M10,1,45.0,0.0
246,1,1055,M11,1,129.0,0.0
246,2,1054,M11,1,129.0,0.0
247,1,1004,M01,2,45.0,0.0
247,2,1002,M01,2,129.0,0.0
248,1,1004,M01,1,45.0,2.25
249,1,1047,M10,1,45.0,2.25
250,1,1009,M02,1,12.9,0.0
251,1,1033,M07,1,45.0,0.0
252,1,1019,M04,2,18.5,0.0
253,1,1010,M02,2,45.0,0.0
253,2,1006,M02,1,189.0,0.0
254,1,1002,M01,1,129.0,6.45
254,2,1003,M01,1,189.0,0.0
255,1,1004,M01,1,45.0,0.0
255,2,1003,M01,1,189.0,0.0
256,1,1025,M05,2,79.0,7.9
257,1,1020,M04,1,24.0,0.0
257,2,1017,M04,1,12.9,0.0
258,1,1021,M05,2,24.0,0.0
259,1,1045,M09,2,79.0,7.9
260,1,1009,M02,1,12.9,0.0
261,1,1048,M10,1,59.9,0.0
262,1,1047,M10,1,45.0,2.25
262,2,1050,M10,1,18.5,0.0
263,1,1035,M07,1,59.9,3.0
264,1,1032,M07,1,59.9,0.0
265,1,1035,M07,1,59.9,0.0
266,1,1035,M07,1,59.9,0.0
267,1,1035,M07,1,59.9,0.0
268,1,1033,M07,3,45.0,0.0
268,2,1035,M07,1,59.9,5.99
269,1,1034,M07,3,12.9,3.87
269,2,1031,M07,1,79.0,0.0
269,3,1032,M07,1,59.9,0.0
270,1,1003,M01,2,189.0,0.0
271,1,1039,M08,1,12.9,0.0
272,1,1045,M09,1,79.0,3.95
272,2,1044,M09,1,189.0,0.0
272,3,1041,M09,1,59.9,3.0
273,1,1034,M07,1,12.9,0.0
274,1,1010,M02,1,45.0,0.0
275,1,1020,M04,2,24.0,0.0
276,1,1033,M07,1,45.0,0.0
277,1,1059,M12,1,24.0,2.4
278,1,1017,M04,1,12.9,0.0
278,2,1019,M04,3,18.5,0.0
279,1,1018,M04,1,59.9,0.0
280,1,1052,M11,2,45.0,0.0
281,1,1007,M02,1,32.9,1.65
282,1,1052,M11,1,45.0,4.5
283,1,1017,M04,1,12.9,0.0
284,1,1013,M03,2,79.0,0.0
284,2,1015,M03,1,189.0,0.0
285,1,1010,M02,1,45.0,0.0
286,1,1035,M07,1,59.9,0.0
287,1,1007,M02,2,32.9,6.58
287,2,1006,M02,1,189.0,0.0
288,1,1052,M11,3,45.0,0.0
289,1,1059,M12,1,24.0,1.2
290,1,1032,M07,2,59.9,11.98
291,1,1046,M10,1,45.0,0.0
292,1,1015,M03,1,189.0,0.0
292,2,1011,M03,1,24.0,0.0
293,1,1033,M07,1,45.0,0.0
293,2,1032,M07,2,59.9,0.0
294,1,1022,M05,1,79.0,0.0
294,2,1024,M05,1,45.0,2.25
295,1,1002,M01,1,129.0,6.45
295,2,1005,M01,1,24.0,0.0
295,3,1001,M01,2,32.9,3.29
296,1,1016,M04,1,189.0,0.0
296,2,1018,M04,1,59.9,0.0
297,1,1034,M07,1,12.9,1.29
298,1,1007,M02,3,32.9,0.0
298,2,1008,M02,2,45.0,0.0
299,1,1043,M09,2,59.9,0.0
300,1,1037,M08,1,18.5,0.0
300,2,1036,M08,2,79.0,0.0
301,1,1039,M08,1,12.9,0.65
302,1,1059,M12,3,24.0,0.0
302,2,1057,M12,1,24.0,0.0
302,3,1060,M12,1,129.0,12.9
303,1,1019,M04,1,18.5,0.93
303,2,1016,M04,1,189.0,9.45
304,1,1041,M09,1,59.9,0.0
304,2,1043,M09,3,59.9,0.0
305,1,1034,M07,1,12.9,0.65
306,1,1004,M01,1,45.0,0.0
307,1,1034,M07,1,12.9,1.29
308,1,1041,M09,1,59.9,0.0
308,2,1042,M09,1,45.0,0.0
308,3,1043,M09,1,59.9,0.0
309,1,1015,M03,2,189.0,0.0
310,1,1037,M08,1,18.5,0.0
310,2,1038,M08,2,45.0,0.0
310,3,1039,M08,1,12.9,0.0
311,1,1038,M08,1,45.0,0.0
312,1,1053,M11,3,24.0,0.0
312,2,1051,M11,1,18.5,0.0
313,1,1035,M07,2,59.9,5.99
314,1,1008,M02,2,45.0,9.0
315,1,1019,M04,1,18.5,0.0
316,1,1045,M09,1,79.0,0.0
317,1,1022,M05,1,79.0,0.0
318,1,1001,M01,1,32.9,3.29
319,1,1033,M07,1,45.0,2.25
320,1,1055,M11,1,129.0,0.0
321,1,1048,M10,2,59.9,0.0
322,1,1007,M02,1,32.9,1.65
323,1,1042,M09,1,45.0,0.0
323,2,1045,M09,1,79.0,3.95
324,1,1009,M02,1,12.9,0.0
324,2,1007,M02,1,32.9,0.0
325,1,1019,M04,1,18.5,0.93
325,2,1017,M04,1,12.9,0.0
326,1,1013,M03,1,79.0,3.95
327,1,1022,M05,1,79.0,0.0
328,1,1022,M05,1,79.0,0.0
329,1,1016,M04,1,189.0,9.45
330,1,1013,M03,1,79.0,0.0
330,2,1011,M03,3,24.0,3.6
330,3,1015,M03,2,189.0,0.0
331,1,1009,M02,1,12.9,0.0
331,2,1007,M02,1,32.9,0.0
332,1,1018,M04,1,59.9,0.0
332,2,1020,M04,2,24.0,0.0
333,1,1034,M07,1,12.9,0.0
333,2,1031,M07,1,79.0,0.0
333,3,1035,M07,3,59.9,17.97
334,1,1008,M02,1,45.0,0.0
335,1,1019,M04,1,18.5,0.0
335,2,1016,M04,2,189.0,0.0
336,1,1025,M05,1,79.0,0.0
337,1,1046,M10,1,45.0,0.0
338,1,1049,M10,1,32.9,0.0
338,2,1047,M10,2,45.0,4.5
339,1,1058,M12,1,18.5,0.0
340,1,1006,M02,1,189.0,0.0
341,1,1058,M12,1,18.5,0.93
341,2,1057,M12,2,24.0,2.4
342,1,1056,M12,2,79.0,0.0
342,2,1059,M12,1,24.0,0.0
343,1,1059,M12,1,24.0,0.0
344,1,1005,M01,2,24.0,0.0
345,1,1023,M05,1,79.0,0.0
346,1,1032,M07,1,59.9,0.0
347,1,1034,M07,2,12.9,2.58
347,2,1033,M07,1,45.0,0.0
348,1,1031,M07,1,79.0,0.0
348,2,1034,M07,2,12.9,0.0
349,1,1023,M05,1,79.0,0.0
350,1,1003,M01,1,189.0,0.0
351,1,1013,M03,1,79.0,3.95
352,1,1020,M04,1,24.0,0.0
352,2,1017,M04,1,12.9,0.65
352,3,1019,M04,1,18.5,0.93
353,1,1054,M11,1,129.0,0.0
354,1,1010,M02,1,45.0,0.0
355,1,1047,M10,1,45.0,0.0
355,2,1048,M10,1,59.9,0.0
356,1,1060,M12,2,129.0,0.0
356,2,1057,M12,2,24.0,0.0
357,1,1020,M04,1,24.0,0.0
358,1,1043,M09,1,59.9,0.0
358,2,1042,M09,2,45.0,4.5
358,3,1045,M09,1,79.0,0.0
359,1,1023,M05,1,79.0,3.95
359,2,1022,M05,1,79.0,0.0
359,3,1021,M05,2,24.0,4.8
360,1,1033,M07,1,45.0,0.0
361,1,1010,M02,3,45.0,0.0
361,2,1007,M02,1,32.9,0.0
362,1,1017,M04,1,12.9,0.0
363,1,1021,M05,2,24.0,2.4
364,1,1018,M04,2,59.9,5.99
365,1,1046,M10,2,45.0,0.0
366,1,1049,M10,1,32.9,0.0
367,1,1054,M11,2,129.0,0.0
367,2,1055,M11,1,129.0,6.45
368,1,1021,M05,1,24.0,0.0
369,1,1005,M01,3,24.0,7.2
370,1,1031,M07,2,79.0,0.0
371,1,1031,M07,1,79.0,3.95
372,1,1060,M12,1,129.0,0.0
373,1,1048,M10,2,59.9,0.0
374,1,1051,M11,3,18.5,0.0
374,2,1054,M11,2,129.0,0.0
375,1,1018,M04,3,59.9,0.0
375,2,1016,M04,2,189.0,0.0
376,1,1017,M04,1,12.9,1.29
377,1,1031,M07,1,79.0,0.0
378,1,1009,M02,1,12.9,1.29
379,1,1005,M01,1,24.0,1.2
380,1,1057,M12,1,24.0,0.0
380,2,1059,M12,2,24.0,0.0
380,3,1058,M12,1,18.5,0.0
381,1,1013,M03,1,79.0,0.0
382,1,1044,M09,1,189.0,0.0
382,2,1041,M09,1,59.9,3.0
383,1,1051,M11,1,18.5,0.0
384,1,1041,M09,1,59.9,0.0
384,2,1042,M09,1,45.0,0.0
384,3,1044,M09,1,189.0,0.0
385,1,1005,M01,2,24.0,0.0
386,1,1039,M08,1,12.9,0.0
387,1,1047,M10,1,45.0,0.0
387,2,1046,M10,1,45.0,0.0
388,1,1009,M02,1,12.9,0.65
388,2,1008,M02,1,45.0,0.0
389,1,1054,M11,1,129.0,6.45
389,2,1055,M11,1,129.0,6.45
390,1,1002,M01,1,129.0,0.0
391,1,1005,M01,1,24.0,1.2
391,2,1002,M01,1,129.0,0.0
392,1,1014,M03,1,18.5,0.0
392,2,1012,M03,1,24.0,0.0
392,3,1015,M03,1,189.0,18.9
393,1,1044,M09,1,189.0,0.0
394,1,1033,M07,1,45.0,0.0
395,1,1052,M11,1,45.0,0.0
395,2,1055,M11,2,129.0,25.8
396,1,1009,M02,1,12.9,1.29
397,1,1002,M01,1,129.0,6.45
397,2,1005,M01,2,24.0,0.0
398,1,1040,M08,1,32.9,3.29
399,1,1044,M09,1,189.0,0.0
400,1,1030,M06,2,45.0,4.5
401,1,1021,M05,1,24.0,0.0
401,2,1025,M05,2,79.0,0.0
402,1,1052,M11,1,45.0,0.0
402,2,1053,M11,1,24.0,1.2
403,1,1022,M05,3,79.0,11.85
404,1,1023,M05,1,79.0,0.0
404,2,1025,M05,1,79.0,7.9
405,1,1004,M01,1,45.0,0.0
406,1,1031,M07,1,79.0,0.0
407,1,1050,M10,1,18.5,0.93
407,2,1048,M10,2,59.9,5.99
407,3,1047,M10,3,45.0,0.0
408,1,1018,M04,2,59.9,0.0
409,1,1033,M07,1,45.0,2.25
410,1,1020,M04,2,24.0,2.4
410,2,1019,M04,1,18.5,0.0
411,1,1034,M07,2,12.9,1.29
412,1,1025,M05,1,79.0,0.0
412,2,1021,M05,1,24.0,0.0
413,1,1001,M01,1,32.9,3.29
414,1,1054,M11,3,129.0,0.0
415,1,1032,M07,2,59.9,0.0
416,1,1035,M07,1,59.9,0.0
417,1,1022,M05,2,79.0,0.0
418,1,1027,M06,1,59.9,0.0
419,1,1054,M11,1,129.0,0.0
420,1,1006,M02,1,189.0,0.0
421,1,1041,M09,1,59.9,5.99
421,2,1044,M09,1,189.0,9.45
422,1,1041,M09,1,59.9,0.0
422,2,1042,M09,1,45.0,0.0
423,1,1018,M04,1,59.9,0.0
423,2,1019,M04,3,18.5,0.0
424,1,1030,M06,1,45.0,0.0
424,2,1027,M06,1,59.9,0.0
425,1,1044,M09,1,189.0,18.9
426,1,1026,M06,1,32.9,0.0
427,1,1035,M07,1,59.9,0.0
428,1,1038,M08,2,45.0,0.0
429,1,1001,M01,1,32.9,0.0
430,1,1044,M09,1,189.0,9.45
431,1,1012,M03,1,24.0,0.0
432,1,1001,M01,2,32.9,0.0
433,1,1001,M01,3,32.9,0.0
433,2,1004,M01,2,45.0,0.0
433,3,1002,M01,1,129.0,6.45
434,1,1005,M01,1,24.0,0.0
435,1,1033,M07,1,45.0,0.0
436,1,1055,M11,1,129.0,0.0
437,1,1034,M07,1,12.9,0.0
437,2,1032,M07,3,59.9,0.0
437,3,1035,M07,1,59.9,3.0
438,1,1024,M05,1,45.0,4.5
439,1,1020,M04,1,24.0,0.0
440,1,1053,M11,1,24.0,1.2
440,2,1054,M11,1,129.0,0.0
441,1,1046,M10,1,45.0,0.0
441,2,1050,M10,2,18.5,1.85
442,1,1004,M01,1,45.0,0.0
443,1,1018,M04,1,59.9,3.0
443,2,1017,M04,2,12.9,0.0
444,1,1006,M02,1,189.0,0.0
445,1,1002,M01,1,129.0,0.0
446,1,1036,M08,2,79.0,7.9
447,1,1038,M08,1,45.0,2.25
448,1,1035,M07,1,59.9,0.0
449,1,1030,M06,2,45.0,0.0
449,2,1026,M06,1,32.9,0.0
450,1,1034,M07,1,12.9,0.0
450,2,1031,M07,1,79.0,3.95
451,1,1035,M07,1,59.9,0.0
452,1,1016,M04,1,189.0,0.0
453,1,1018,M04,2,59.9,0.0
453,2,1017,M04,1,12.9,0.0
453,3,1019,M04,2,18.5,3.7
454,1,1051,M11,1,18.5,0.0
455,1,1026,M06,2,32.9,0.0
456,1,1003,M01,1,189.0,0.0
457,1,1031,M07,1,79.0,3.95
458,1,1004,M01,2,45.0,0.0
459,1,1034,M07,1,12.9,1.29
460,1,1044,M09,1,189.0,18.9
461,1,1001,M01,1,32.9,0.0
462,1,1053,M11,1,24.0,0.0
462,2,1051,M11,1,18.5,0.93
462,3,1054,M11,1,129.0,12.9
463,1,1008,M02,1,45.0,0.0
463,2,1010,M02,1,45.0,0.0
464,1,1024,M05,1,45.0,0.0
464,2,1025,M05,1,79.0,3.95
464,3,1021,M05,1,24.0,0.0
465,1,1034,M07,1,12.9,0.0
465,2,1033,M07,1,45.0,2.25
465,3,1035,M07,1,59.9,0.0
466,1,1035,M07,1,59.9,3.0
467,1,1019,M04,1,18.5,1.85
468,1,1054,M11,2,129.0,0.0
468,2,1055,M11,1,129.0,0.0
469,1,1042,M09,1,45.0,0.0
469,2,1045,M09,1,79.0,0.0
470,1,1034,M07,3,12.9,3.87
471,1,1013,M03,1,79.0,0.0
472,1,1060,M12,1,129.0,0.0
472,2,1058,M12,1,18.5,1.85
473,1,1001,M01,1,32.9,0.0
474,1,1036,M08,1,79.0,3.95
475,1,1041,M09,1,59.9,0.0
476,1,1008,M02,1,45.0,0.0
477,1,1045,M09,1,79.0,0.0
